img,title,url,link_from,author_img,author_name,publish_time,views,_id
http://img3.chouti.com/CHOUTI_20191007/E9B00FB2E4E44B2AB01149EE34B7AEC1_W273H273.jpeg,【华为手机，更艰难的时刻来了】那个“曲线救国”——能为华为Mate 30系列后装谷歌应用全家桶的方案，也被堵死了。与此同时，谷歌也从其SafetyNet系统（一个能访问谷歌服务的可信任设备列表）中移除了这款手机。这直接意味着华为Mate 30系列手机，不仅不能后装谷歌应用，而且即便之前已经安装，现在也不再能用了。,https://weibo.com/ttarticle/p/show?id=2309404423267887743028,weibo.com,https://img3.chouti.com/CHOUTI_191007_DB66A3B0BD92468E8A36ACC37059D8E9.jpg,量子位,4小时58分钟前,70,5d9a9b8d9dfffc63431b0700
http://img3.chouti.com/CHOUTI_20191006/D6AE054E976543FEBB78869A8C177BEA_W298H298.jpeg,一骑红尘妃子笑，无人机系荔枝来,https://weibo.com/6490644645/IaeAjAowF,weibo.com,https://img3.chouti.com/CHOUTI_191007_5E4E71D6596F4685B62ADA8431A301AB.jpg,咸鱼中的菜鸟,5小时58分钟前,63,5d9a9b8d9dfffc63431b0701
http://img3.chouti.com/CHOUTI_20191006/6A81786DD6994C3495096213FCE3AB7B_W300H300.jpeg,柴柴爆睡，感到鸭力,https://weibo.com/6752059914/Iai1MDpMx,weibo.com,https://img3.chouti.com/CHOUTI_191007_A6A37EBBC78945DA906A559A34DE290A.png,撑伞的喵先生,6小时58分钟前,48,5d9a9b8d9dfffc63431b0702
http://img3.chouti.com/CHOUTI_20191006/07A3E53D31DD4FFB814DB065AAA65DFB_W800H800.jpeg,【SUV和轿车“征战”越野车盛典，阿拉善英雄会秒变“翻车会”】此次英雄会上，不乏有像汉兰达、锐界、途观L、昂科威等城市 SUV，这些车型在公路上跑起来很溜，在沙漠中表现极差，有的车的后保险杠被碰得稀烂。特斯拉 Model X 也来蹭热闹，最后的结果当然也是开着开着就趴在沙中不动了。,https://weibo.com/tv/v/Ia7HN5xBw,weibo.com,https://img3.chouti.com/CHOUTI_20190515/F796535836624C98BC146BD2563BCB10_W362H362.387=C48x48.jpg,肥渣,7小时58分钟前,40,5d9a9b8d9dfffc63431b0703
http://img3.chouti.com/CHOUTI_20191007/DE9DE4133EDB43F6AE14966BCFEE7E28_W195H195.jpeg,【亚裔暂时“赢”了哈佛招生案】联邦法院判定哈佛在招生过程中并没有歧视亚裔。在很多中文媒体看来，这是亚裔输了。其实，背后的策划者 Edward Blum 就像是会就滚烫的咖啡起诉餐厅的那种人。但他自己是不碰的，而是鼓动别人来喝那杯一百度的咖啡。这一次，喝咖啡的是亚裔，AA 政策如果倒下，受益的百分之百是白人。,https://mp.weixin.qq.com/s/0CHMusSvmgN5VjT3EtrCEQ,mp.weixin.qq.com,https://img3.chouti.com/C5A1AF6B996FB2D74631890C8725BF0A=C150x150.png,南门孤风,8小时58分钟前,30,5d9a9b8d9dfffc63431b0704
http://img3.chouti.com/CHOUTI_20191006/11E10FE1C6E146C2B75D3E53DA815344_W759H759.jpeg,【买银行的 iPhone，你买的是手机还是「理财」？】长期与银行斗智斗勇的经验告诉我，当多家银行不约而同推出类似的活动时，多半是「借花献佛」，这次 iPhone 11 所谓的破发，出血的也不是银行，不过是替第三方商家不作担保地站个台罢了。,https://www.ifanr.com/1266557,www.ifanr.com,https://img3.chouti.com/CHOUTI_191007_C4FA9FE19CB44B78A7466A2DEAB114D3.jpg,社會小青年,9小时58分钟前,49,5d9a9b8d9dfffc63431b0705
http://img3.chouti.com/CHOUTI_20191006/A650116A7F5A4D66BB121A572DC13574_W429H429.jpeg,男人内心深处的疑惑,http://v.douyin.com/H2pdSk/,v.douyin.com,https://img3.chouti.com/51a1fffd1d11b640bb0278b3c4159b94_hd=64x64.jpg,原始的年代,10小时28分钟前,88,5d9a9b8d9dfffc63431b0706
http://img3.chouti.com/CHOUTI_20191006/15074A1D2D4843A5A2C51787EA46DDAA_W292H292.jpeg,【拒乘飞机的环保潮流下，承压的欧洲民航业自救】大半年来，名为“飞行耻辱”（Flygskam）的关键词始终牢牢占据着瑞典的社交媒体热搜榜前列。在瑞典小女孩格蕾塔·通贝里略显夸张的诠释下，民航业在欧洲正迅速从昔日的明星产业转变为形象欠佳的环境杀手，瑞典本国的民航业客运增速也跌到了十年以来最低值。,https://www.jiemian.com/article/3553075.html,www.jiemian.com,https://img3.chouti.com/group11/M00/B3/5B/wKgCPVVR2TrqPjtOAAAZZ-UF7pU255.jpg,界面,10小时58分钟前,23,5d9a9b8d9dfffc63431b0707
http://img3.chouti.com/CHOUTI_191006_759ECFA84D0C4F4DB1D3BD275762CDE2.jpg,【为什么说自动驾驶“左转”很难？】很重要的一点是，自动驾驶汽车必须与人类驾驶的汽车有交互，并做出实时计算。如果自动驾驶汽车开始转弯时，需要计算其他人是否会减速，或者，自动驾驶车辆需要弄清楚如何「礼貌要求」其他车辆让路。这就是为什么工程师们说左转很难——因为了解人的心思很难。,http://www.tmtpost.com/4164912.html,www.tmtpost.com,https://img3.chouti.com/CHOUTI_191007_E7A9E60C4810486B996031F09E9F6291.jpg,钛媒体,11小时28分钟前,28,5d9a9b8d9dfffc63431b0708
http://img3.chouti.com/CHOUTI_20191006/27C468D465994F3D8F2C4775A8A29330_W465H465.jpeg,拉近你和历史的距离：在这些彩色影像中感受共和国 70 年历史,https://sspai.com/post/56876,sspai.com,https://img3.chouti.com/C5A1AF6B996FB2D74631890C8725BF0A=C150x150.png,南门孤风,11小时58分钟前,68,5d9a9b8d9dfffc63431b0709
http://img3.chouti.com/CHOUTI_20191006/0B53041734C349A99BC54B3526554BB2_W605H604.JPG,说说今天看到的香港吧,http://www.newsmth.net/bbstcon.php?board=Travel&gid=715440,www.newsmth.net,https://img3.chouti.com/group1/M00/10/A5/wKgCL07MonLVieuCAAAeJuxWqMQ917.gif,水木十大热门话题,12小时28分钟前,68,5d9a9b8d9dfffc63431b070a
http://img3.chouti.com/CHOUTI_20191006/08C287F50D354CA1BF0F5A40477375A4_W548H548.JPG,“旺仔大馒头”要来了 将于10月下旬上市,https://www.3dmgame.com/news/201910/3772851.html,www.3dmgame.com,https://img3.chouti.com/CHOUTI_191007_F9CAD3AEB7F9473C99C53F272B1D5D3E.jpg,cnbeta,12小时32分钟前,60,5d9a9b8d9dfffc63431b070b
http://img3.chouti.com/CHOUTI_191006_FC4A062EA0D54A9D9417A304C3D69B0F.jpg,纽约唐人街四名流浪汉夜里睡觉遇袭身亡 另有一人重伤,https://3w.huanqiu.com/a/c36dc8/9CaKrnKn8Dn,3w.huanqiu.com,https://img3.chouti.com/CHOUTI_191007_201918404B8646AF931EEC831EB3D9D0.png,平平无奇,12小时58分钟前,31,5d9a9b8d9dfffc63431b070c
http://img3.chouti.com/CHOUTI_20191006/C4EE7CFCD2F744ABA383F69A88097FFC_W339H339.jpeg,【警察落水，被毒贩救起后反手一窝端】10月4日，西班牙马拉加省一艘警用船只在追逐搭载4名疑似毒贩的快艇时发生撞击事故，3名警员被撞落船。当时两船高速相撞，参加行动的警用直升机工作人员判定情况危及警员生命安全，用麦克风呼叫犯罪分子进行营救。警察从水中被救起后，逮捕了救援他们的人，并缴获了三吨大麻。,https://weibo.com/tv/v/Iadfg1mLc,weibo.com,https://img3.chouti.com/7BD4C0]Q$$(A]A%7B2H88)7W3=48x48.jpg,智喜,13小时28分钟前,54,5d9a9b8d9dfffc63431b070d
http://img3.chouti.com/CHOUTI_191006_9720012C8CB147698A766A574CCE16FA.jpg,《星际迷航：皮卡德》预告公开 2020年1月开播,https://www.3dmgame.com/news/201910/3772842.html,www.3dmgame.com,https://img3.chouti.com/CHOUTI_191007_F9CAD3AEB7F9473C99C53F272B1D5D3E.jpg,cnbeta,13小时58分钟前,30,5d9a9b8d9dfffc63431b070e
